Date,Station,Stations Group,Vol,Taxa,Genus,Species,Tax auth,Area,Notes,depth (fathoms),Source,WoRMS ID,WoRMS Taxa
30/12/1872,I,I,summary,Asteroidea,Hymenaster,membranaceus,Wyville Thomson,,,,Plymouth,urn:lsid:marinespecies.org:taxname:124134,Echinodermata
30/12/1872,I,I,summary,Amphipoda,Platamon,longimanus,,,,,Plymouth,urn:lsid:marinespecies.org:taxname:1329448,Arthropoda
30/12/1872,I,I,summary,Pelagic fishes,Argyropelecus,olfersii,Cuvier,,,,Plymouth,urn:lsid:marinespecies.org:taxname:274967,Chordata
30/12/1872,I,I,summary,,Astropecten,sp.,,,,,Plymouth,urn:lsid:marinespecies.org:taxname:123245,Echinodermata
30/12/1872,I,I,summary,Asteroidea,Ophiuroidea,membranaceus,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:124134,Echinodermata
30/12/1872,I,I,summary,Asteroidea,Ophioglypha,lepida,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:124134,Echinodermata
30/12/1872,I,I,summary,Asteroidea,Argyropelecus,membranaceus,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:124134,Echinodermata
30/12/1872,I,I,summary,Asteroidea,Astropecten,membranaceus,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:124134,Echinodermata
30/12/1872,I,I,summary,Asteroidea,Ophiuroidea,membranaceus,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:124134,Echinodermata
30/12/1872,I,I,summary,Asteroidea,Eteone,membranaceus,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:124134,Echinodermata
30/12/1872,I,I,summary,Asteroidea,Pteropoda,membranaceus,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:124134,Echinodermata
30/12/1872,I,I,summary,Asteroidea,Protozoa,membranaceus,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:124134,Echinodermata
30/12/1872,I,I,summary,Asteroidea,Eteone,membranaceus,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:124134,Echinodermata
30/12/1872,I,I,summary,Asteroidea,Eteone,membranaceus,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:124134,Echinodermata
30/12/1872,I,I,summary,Asteroidea,Diphyes,membranaceus,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:124134,Echinodermata
30/12/1872,I,I,summary,Asteroidea,Amphipoda,membranaceus,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:124134,Echinodermata
30/12/1872,I,I,summary,Asteroidea,Diacria,membranaceus,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:124134,Echinodermata
30/12/1872,I,I,summary,Asteroidea,Cavolinia,membranaceus,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:124134,Echinodermata
13/1/1873,II-IIa,"Ia,Ib,Ic",summary,Tetractinellida,Corallistes,bowerbanki,Johnson,,,,Plymouth,urn:lsid:marinespecies.org:taxname:171067,Porifera
13/1/1873,II-IIa,"Ia,Ib,Ic",summary,Asteroidea,Pararchaster,armatus,,,,,Plymouth,urn:lsid:marinespecies.org:taxname:123841,Echinodermata
13/1/1873,II-IIa,"Ia,Ib,Ic",summary,Asteroidea,Plutonaster,bifrons,,,,,Plymouth,urn:lsid:marinespecies.org:taxname:123904,Echinodermata
13/1/1873,II-IIa,"Ia,Ib,Ic",summary,Tetractinellida,Crustacea,bowerbanki,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:171067,Porifera
13/1/1873,II-IIa,"Ia,Ib,Ic",summary,Tetractinellida,Pteropoda,bowerbanki,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:171067,Porifera
13/1/1873,II-IIa,"Ia,Ib,Ic",summary,Tetractinellida,Crustacea,bowerbanki,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:171067,Porifera
13/1/1873,II-IIa,"Ia,Ib,Ic",summary,Tetractinellida,Pteropoda,bowerbanki,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:171067,Porifera
15/1/1873,III,III,summary,Corals,Flabellum,apertum,,,,,Plymouth,urn:lsid:marinespecies.org:taxname:346424,Cnidaria
15/1/1873,III,III,summary,Corals,Annelida,apertum,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:346424,Cnidaria
15/1/1873,III,III,summary,Corals,Nothria,conchylega,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:346424,Cnidaria
15/1/1873,III,III,summary,Corals,Cirripedia,apertum,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:346424,Cnidaria
15/1/1873,III,III,summary,Corals,Scalpellum,velutinum,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:346424,Cnidaria
15/1/1873,III,III,summary,Corals,Chondrocladia,virgata,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:346424,Cnidaria
15/1/1873,III,III,summary,Corals,Euplectella,suberea,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:346424,Cnidaria
15/1/1873,III,III,summary,Corals,Hyalonema,apertum,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:346424,Cnidaria
15/1/1873,III,III,summary,Corals,Mopsea,apertum,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:346424,Cnidaria
15/1/1873,III,III,summary,Corals,Funiculina,quadrangularis,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:346424,Cnidaria
15/1/1873,III,III,summary,Corals,Palythoa,apertum,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:346424,Cnidaria
15/1/1873,III,III,summary,Corals,Tubularia,apertum,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:346424,Cnidaria
15/1/1873,III,III,summary,Corals,Archaster,apertum,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:346424,Cnidaria
15/1/1873,III,III,summary,Corals,Plutonaster,apertum,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:346424,Cnidaria
15/1/1873,III,III,summary,Corals,Limopsis,apertum,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:346424,Cnidaria
15/1/1873,III,III,summary,Corals,Protozoa,apertum,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:346424,Cnidaria
15/1/1873,III,III,summary,Corals,Velella,apertum,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:346424,Cnidaria
15/1/1873,III,III,summary,Corals,Cydippe,apertum,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:346424,Cnidaria
15/1/1873,III,III,summary,Corals,Ianthina,apertum,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:346424,Cnidaria
15/1/1873,III,III,summary,Corals,Carinaria,atlantica,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:346424,Cnidaria
15/1/1873,III,III,summary,Corals,Chelone,imbricata,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:346424,Cnidaria
15/1/1873,III,III,summary,Corals,Ianthina,apertum,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:346424,Cnidaria
16/1/1873,IV,IV,summary,Tetractinellida,Thenea,schmidtii,,,,,Plymouth,urn:lsid:marinespecies.org:taxname:1463287,Porifera
16/1/1873,IV,IV,summary,Alcyonaria,Strophogorgia,challengeri,,,,,Plymouth,urn:lsid:marinespecies.org:taxname:1457652,Cnidaria
16/1/1873,IV,IV,summary,Pelagic fishes,Macrurus,aequalis,,,,,Plymouth,urn:lsid:marinespecies.org:taxname:319030,Chordata
16/1/1873,IV,IV,summary,Corals,Mopsea,,,,,,Plymouth,urn:lsid:marinespecies.org:taxname:173328,Cnidaria
16/1/1873,IV,IV,summary,Actinian,Astrogonium,longimanum,,,,,Plymouth,urn:lsid:marinespecies.org:taxname:816933,Echinodermata
16/1/1873,IV,IV,summary,Tetractinellida,Gorgonoid,schmidtii,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1463287,Porifera
16/1/1873,IV,IV,summary,Tetractinellida,Hexactinellida,schmidtii,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1463287,Porifera
16/1/1873,IV,IV,summary,Tetractinellida,Hyalonema,lusitanicum,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1463287,Porifera
16/1/1873,IV,IV,summary,Tetractinellida,Euplectella,suberea,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1463287,Porifera
16/1/1873,IV,IV,summary,Tetractinellida,Pectanthis,asteroides,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1463287,Porifera
16/1/1873,IV,IV,summary,Tetractinellida,Drymonema,victoria,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1463287,Porifera
16/1/1873,IV,IV,summary,Tetractinellida,Macrurus,æqualis,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1463287,Porifera
16/1/1873,IV,IV,summary,Tetractinellida,Mopsea,schmidtii,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1463287,Porifera
16/1/1873,IV,IV,summary,Tetractinellida,Iconaster,longimanus,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1463287,Porifera
16/1/1873,IV,IV,summary,Tetractinellida,Cidaris,hystrix,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1463287,Porifera
16/1/1873,IV,IV,summary,Tetractinellida,Pagurus,schmidtii,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1463287,Porifera
16/1/1873,IV,IV,summary,Tetractinellida,Tellina,schmidtii,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1463287,Porifera
16/1/1873,IV,IV,summary,Tetractinellida,Mora,mediterranea,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1463287,Porifera
16/1/1873,IV,IV,summary,Tetractinellida,Protozoa,schmidtii,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1463287,Porifera
16/1/1873,IV,IV,summary,Tetractinellida,Ianthina,schmidtii,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1463287,Porifera
16/1/1873,IV,IV,summary,Tetractinellida,Firoloida,schmidtii,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1463287,Porifera
16/1/1873,IV,IV,summary,Tetractinellida,Appendicularia,schmidtii,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1463287,Porifera
16/1/1873,IV,IV,summary,Tetractinellida,Echinoderms,schmidtii,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1463287,Porifera
16/1/1873,IV,IV,summary,Tetractinellida,Cyphonautes,schmidtii,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1463287,Porifera
16/1/1873,IV,IV,summary,Tetractinellida,Orthagoriscus,mola,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1463287,Porifera
16/1/1873,IV,IV,summary,Tetractinellida,Syllis,schmidtii,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1463287,Porifera
16/1/1873,IV,IV,summary,Tetractinellida,Copilia,denticulata,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1463287,Porifera
16/1/1873,IV,IV,summary,Tetractinellida,Copilia,mirabilis,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1463287,Porifera
16/1/1873,IV,IV,summary,Tetractinellida,Dana,schmidtii,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1463287,Porifera
16/1/1873,IV,IV,summary,Tetractinellida,Saphirina,edwardsii,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1463287,Porifera
16/1/1873,IV,IV,summary,Tetractinellida,Cydippe,schmidtii,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1463287,Porifera
16/1/1873,IV,IV,summary,Tetractinellida,Carinaria,schmidtii,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1463287,Porifera
16/1/1873,IV,IV,summary,Tetractinellida,Appendicularia,schmidtii,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1463287,Porifera
16/1/1873,IV,IV,summary,Tetractinellida,Doliolum,schmidtii,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1463287,Porifera
16/1/1873,IV,IV,summary,Tetractinellida,Cyphonautes,schmidtii,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:1463287,Porifera
28/1/1873,V,V,summary,Asteroidea,Plutonaster,bifrons,Wyville Thomson,,,,Plymouth,urn:lsid:marinespecies.org:taxname:123904,Echinodermata
28/1/1873,V,V,summary,Amphipoda,Cystisoma,spinosum (fabricus),,,,,Plymouth,urn:lsid:marinespecies.org:taxname:103247,Arthropoda
28/1/1873,V,V,summary,Pelagic fishes,Macrurus,sclerorhynchus,Valenciennes,,,,Plymouth,urn:lsid:marinespecies.org:taxname:301026,Chordata
28/1/1873,V,V,summary,Pelagic fishes,Bathytroctes,mictrolepis,,,,,Plymouth,urn:lsid:marinespecies.org:taxname:126693,Chordata
28/1/1873,V,V,summary,Pelagic fishes,Halosaurus,macrochir,,,,,Plymouth,urn:lsid:marinespecies.org:taxname:301675,Chordata
30/1/1873,VI,V,summary,Polyzoa,Kinetoskias,cyathus,Wyville Thomson,,,,Plymouth,urn:lsid:marinespecies.org:taxname:183226,Bryozoa
28/1/1873,V,V,summary,Asteroidea,Hexactinellida,bifrons,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:123904,Echinodermata
28/1/1873,V,V,summary,Asteroidea,Euplectella,suberea,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:123904,Echinodermata
28/1/1873,V,V,summary,Asteroidea,Holothurioidea,bifrons,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:123904,Echinodermata
28/1/1873,V,V,summary,Asteroidea,Euphronides,depressa,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:123904,Echinodermata
28/1/1873,V,V,summary,Asteroidea,Benthodytes,typica,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:123904,Echinodermata
28/1/1873,V,V,summary,Asteroidea,Holothuria,murrayi,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:123904,Echinodermata
28/1/1873,V,V,summary,Asteroidea,Cystisoma,spinosum,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:123904,Echinodermata
28/1/1873,V,V,summary,Asteroidea,Bathytroctes,microlepis,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:123904,Echinodermata
28/1/1873,V,V,summary,Asteroidea,Ophiomusium,lymani,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:123904,Echinodermata
28/1/1873,V,V,summary,Asteroidea,Diadema,bifrons,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:123904,Echinodermata
28/1/1873,V,V,summary,Asteroidea,Protozoa,bifrons,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:123904,Echinodermata
28/1/1873,V,V,summary,Asteroidea,Heteropoda,bifrons,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:123904,Echinodermata
28/1/1873,V,V,summary,Asteroidea,Pterotrachea,bifrons,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:123904,Echinodermata
28/1/1873,V,V,summary,Asteroidea,Carinaria,bifrons,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:123904,Echinodermata
28/1/1873,V,V,summary,Asteroidea,Syllis,bifrons,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:123904,Echinodermata
3/2/1873,VIIg-VIIj,"VIIg,VIIh,VIIj",summary,Anomura,Eupagurus,exaecatus,Herbst,,,,Plymouth,urn:lsid:marinespecies.org:taxname:147466,Arthropoda
3/2/1873,VIIg-VIIj,"VIIg,VIIh,VIIj",summary,Anomura,Eupagurus,excavatus,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:147466,Arthropoda
3/2/1873,VIIg-VIIj,"VIIg,VIIh,VIIj",summary,Anomura,Brachyura,exaecatus,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:147466,Arthropoda
3/2/1873,VIIg-VIIj,"VIIg,VIIh,VIIj",summary,Anomura,Leptopodia,sagittaria,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:147466,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Pagurus,calidus,Risso,,,,Plymouth,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Spiropagurus,elegans,Miers,,,,Plymouth,urn:lsid:marinespecies.org:taxname:107242,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Anapagurus,pusillus,,,,,Plymouth,urn:lsid:marinespecies.org:taxname:107221,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Galathea,dispersa,Spence Bate,,,,Plymouth,urn:lsid:marinespecies.org:taxname:107148,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Eupagurus,excavatus,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Brachyura,calidus,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Leptopodia,sagittaria,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Arctus,calidus,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Brachyura,calidus,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Pisa,tribulus,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Arctopsis,calidus,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Lamellibranchiata,calidus,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Ervilia,castanea,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Psammobia,costulata,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Venerupis,irus,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Venus,casina,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Ventricola,calidus,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Bivona,calidus,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Cytherea,chione,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Callista,calidus,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Circe,minima,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Cardium,papillosum,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Acanthocardium,calidus,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Papyridea,calidus,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Chama,gryphoides,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Diplodonta,apicalis,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Astarte,macandrewi,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Cardita,calyculata,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Pectunculus,stellatus,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Limopsis,minuta,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Lima,squamosa,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Pecten,pusio,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Gasteropoda,calidus,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Trochus,striatus,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Ziziphinus,calidus,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Phasianella,pulla,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Scalaria,subdecussata,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Acirsa,calidus,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Nassa,limata,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Columbella,rustica,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Fasciolaria,armata,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Marginella,guancha,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Gibberula,calidus,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Ranella,marginata,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Aspa,calidus,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Cypræa,spurca,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Natica,variabilis,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Cæcum,elegantissimum,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Turritella,bicingulata,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Odostomia,turrita,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Aclis,mizon,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Eulima,philippii,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
10/2/1873,VIIp,"VIIl,VIIm,VIIn,VIIo,VIIp,VIIq,VIIr,VIIs",summary,Anomura,Bittium,lacteum,,,,,Oceans1876,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
